word,f_Reference
T4+                    367 ,
X7-                    358 ,
A1.9                   354 ,
E4.2+                  352 ,
A5.3-                  344 ,
X5.1+                  344 ,
T1.3-                  341 ,
N3.8                   340 ,
N3.5                   338 ,
A5.2-                  332 ,
T4-                    330 ,
N3.4                   325 ,
A11.1-                 322 ,
X3.2-                  320 ,
S7.2+                  316 ,
K3                     312 ,
N3.7-                  310 ,
X2.3+                  307 ,
S7.4-                  306 ,
A1.3+                  305 ,
O4.6-                  303 ,
O1.3                   300 ,
I3.1-                  296 ,
T3++                   295 ,
X5.2-                  284 ,
S1.2.1+                280 ,
N3.8-                  270 ,
T3---                  266 ,
I3.2+                  259 ,
S1.2.1-                258 ,
X2.2-                  252 ,
A2.1-                  250 ,
A1.6                   248 ,
N3.2+++                247 ,
E6+                    245 ,
I1.1-                  242 ,
I1.1+                  239 ,
W5                     225 ,
A1.8-                  224 ,
A1.5.2+                220 ,
X2.5-                  212 ,
S7.3+                  206 ,
S1.2.6+                204 ,
N3.7++                 202 ,
T3--                   197 ,
B2+                    195 ,
S1.2.3+                191 ,
X3                     188 ,
S1.2.6-                184 ,
N5--                   182 ,
A4.2-                  177 ,
X3.1                   176 ,
A15+                   166 ,
X1                     158 ,
E4.2-                  157 ,
N3.2++                 157 ,
X9.1-                  157 ,
S6-                    156 ,
A1.2                   153 ,
O1.2-                  151 ,
T2+++                  150 ,
G2.2                   147 ,
N3.8++                 147 ,
S1.2.5-                146 ,
F3                     135 ,
A7+++                  134 ,
E5+                    134 ,
S7.1                   132 ,
X3.4-                  131 ,
S1.2.2-                130 ,
S1.2.4+                130 ,
B2                     129 ,
N3.5-                  126 ,
A11.2-                 121 ,
G2.1+                  117 ,
K5                     117 ,
S1.1.3-                117 ,
S1.2.2+                117 ,
A1.4+                  115 ,
N3.5+                  113 ,
S7.1++                 111 ,
O4.6                   110 ,
S1.2.4-                109 ,
X3.5                   109 ,
X3.3                   108 ,
K6                     107 ,
A1.3                   106 ,
S7.3                   103 ,
X2.6-                  100 ,
N3.2--                  97 ,
A11.1+++                95 ,
A5.1--                  94 ,
L1+                     93 ,
N3.6                    93 ,
T3+++                   91 ,
X2.2                    87 ,
T1.3++                  83 ,
F1-                     81 ,
A1.7                    75 ,
E2+++                   74 ,
A1.4-                   73 ,
S1.2                    73 ,
A1.5.2-                 71 ,
A12++                   71 ,
K5.2                    68 ,
X5.1-                   68 ,
N5---                   65 ,
A1.2+++                 64 ,
I1.3+                   64 ,
N3.3--                  61 ,
N5.1                    59 ,
N3.4-                   58 ,
N3.7+++                 55 ,
S4-                     55 ,
A5.1---                 54 ,
A6.3-                   54 ,
S1.1.4+                 54 ,
X3.2++                  53 ,
X3.4+                   53 ,
X3.2+                   52 ,
F2++                    51 ,
X9.2                    51 ,
N3.4+                   50 ,
G3-                     48 ,
I3.2                    48 ,
O4.2                    47 ,
T1.1                    47 ,
X2                      46 ,
S1.2.3-                 42 ,
X3-                     40 ,
B5-                     38 ,
X2.6                    37 ,
X6                      37 ,
T2                      35 ,
A11.1                   34 ,
A2.1                    34 ,
A6.1                    32 ,
N3.3---                 32 ,
Q2.1-                   32 ,
S7.2-                   32 ,
A12+++                  31 ,
G1.1-                   31 ,
I3.2-                   31 ,
N5.1--                  31 ,
X9.1                    31 ,
S1.1.2-                 29 ,
S3                      29 ,
A11.1++                 28 ,
S7.1--                  28 ,
A1.2-                   27 ,
N3.6+                   27 ,
X9.1++                  27 ,
E1-                     24 ,
I1.3--                  24 ,
N3.7---                 24 ,
S1.2.5++                24 ,
X2.1-                   24 ,
A1.5.1+                 22 ,
A1.5.2                  22 ,
E3                      22 ,
X5.1++                  22 ,
S1.1.4                  21 ,
A1.5.1-                 20 ,
N3                      20 ,
A2.2-                   19 ,
E2                      19 ,
S1.2.5+++               19 ,
N3.2---                 18 ,
T1.3+++                 18 ,
N3.8++++                17 ,
S7.4                    17 ,
F2-                     16 ,
I1.1++                  15 ,
N3.8+++                 15 ,
S1.2.5--                15 ,
A3-                     14 ,
A1.3-                   13 ,
A10++                   13 ,
A5.2                    13 ,
S7.3-                   13 ,
X5.2++                  13 ,
A8+                     11 ,
A9                      11 ,
E4.1+++                 11 ,
N3.5--                  11 ,
A11.1--                 10 ,
A5                      10 ,
H4-                     10 ,
N3.7--                  10 ,
T4                      10 ,
X8++                    10 ,
A13.3+++                 9 ,
A4.2--                   9 ,
A5.1++++++               9 ,
E4.1++                   9 ,
I1.1--                   9 ,
O4.6--                   9 ,
A6.2+++                  8 ,
O4.6++                   8 ,
S9-                      8 ,
X5.2                     8 ,
O4.2++                   7 ,
S8                       7 ,
X6-                      7 ,
E4.1--                   6 ,
G2.2++                   6 ,
S5                       6 ,
A11.2                    5 ,
E4.1---                  5 ,
I1.1+++                  5 ,
P1-                      5 ,
S1.2.5---                5 ,
X2.1+                    5 ,
A1.1.1-                  4 ,
A15++                    4 ,
I1.3---                  4 ,
N3.3-+++                 4 ,
Q2.2-                    4 ,
S1.2.4                   4 ,
S3.1-                    4 ,
S5+++                    4 ,
X5.2+++                  4 ,
A1.7+++                  3 ,
A4.1+                    3 ,
A4.2---                  3 ,
A5.3++                   3 ,
B2++                     3 ,
F2+++                    3 ,
N6++++                   3 ,
O1.3-                    3 ,
S3.2-                    3 ,
T4++++                   3 ,
X7                       3 ,
A1.5                     2 ,
A13.7+++                 2 ,
A5.1---+++               2 ,
A5.4+++                  2 ,
A6.2--                   2 ,
B4-                      2 ,
E3++                     2 ,
E3--                     2 ,
F3-                      2 ,
N3.3+++                  2 ,
N3.6-                    2 ,
N3.8-+++                 2 ,
N5++++                   2 ,
O4.1+                    2 ,
O4.2+++                  2 ,
O4.3-                    2 ,
O4.6---                  2 ,
S1.2.3+++                2 ,
S1.2.5++++++             2 ,
X3+                      2 ,
X3.2--                   2 ,
A1.1.2-                  1 ,
A1.2.6-                  1 ,
A1.8                     1 ,
A12                      1 ,
A12++++                  1 ,
A12++++++                1 ,
A13.2+++                 1 ,
A13.4+++                 1 ,
A15+++                   1 ,
A4.1-                    1 ,
A4.2++                   1 ,
A5.2++                   1 ,
A6.2++                   1 ,
A7++                     1 ,
B2+++                    1 ,
E2--                     1 ,
G1.2-                    1 ,
H5-                      1 ,
I1.1---                  1 ,
M4-                      1 ,
M5+                      1 ,
N3.1-                    1 ,
N3.3++                   1 ,
N3.3---+++               1 ,
N3.4--                   1 ,
N3.7++++                 1 ,
N5.1+++                  1 ,
N5.1++++                 1 ,
O4.2---                  1 ,
O4.4+++                  1 ,
S1.2.2---                1 ,
S4T1.1.1                 1 ,
T1.1.2-                  1 ,
T1.3++++                 1 ,
T23-                     1 ,
T4-+++                   1 ,
X5.1                     1 ,
X8+++                    1 ,
X8-                      1 ,
